,Low env complexity,Mod env complexity,High env complexity
0,"[131.84094429016113, 132.12990760803223, 128.79109382629395, 143.8908576965332, 130.9182643890381, 129.26793098449707, 128.57675552368164, 131.0877799987793, 128.15093994140625, 129.16207313537598, 132.85589218139648, 127.35199928283691, 127.74872779846191, 129.9440860748291, 129.30679321289062, 131.68787956237793, 132.82084465026855, 133.27383995056152, 129.8050880432129, 129.07910346984863, 128.19194793701172, 129.3020248413086, 134.73892211914062, 131.65903091430664, 145.84112167358398, 130.33294677734375, 127.17986106872559, 130.35273551940918, 134.7939968109131, 129.044771194458, 126.68800354003906, 130.22708892822266, 129.88615036010742, 129.48989868164062, 135.48803329467773, 131.5908432006836, 127.1662712097168, 143.26119422912598, 140.9299373626709, 131.84881210327148, 132.9479217529297, 128.56602668762207, 129.79507446289062]","[141.06082916259766, 142.18640327453613, 145.18213272094727, 139.570951461792, 138.69810104370117, 155.29704093933105, 133.42595100402832, 135.15114784240723, 137.60709762573242, 133.3608627319336, 132.56192207336426, 135.21599769592285, 131.2122344970703, 136.93881034851074, 139.22500610351562, 141.30926132202148, 138.35406303405762, 136.75594329833984, 134.57703590393066, 136.97290420532227, 128.95917892456055, 128.91197204589844, 121.85907363891602, 131.67381286621094, 127.0911693572998, 129.38809394836426, 146.44813537597656, 133.39591026306152, 135.2670192718506, 136.3058090209961, 136.64984703063965, 137.84289360046387, 133.9740753173828, 128.51834297180176, 128.85808944702148, 130.20992279052734, 128.36313247680664, 132.20906257629395, 133.8369846343994, 140.29312133789062, 139.47319984436035, 133.96906852722168, 135.41388511657715, 129.59575653076172, 136.09004020690918, 131.7899227142334, 129.65893745422363, 128.21722030639648, 136.00826263427734, 128.88002395629883]","[142.61794090270996, 134.91201400756836, 146.84486389160156, 132.54594802856445, 133.12506675720215, 136.2311840057373, 128.8430690765381, 132.62391090393066, 135.12396812438965, 136.5182399749756, 129.99701499938965, 129.60100173950195, 127.0291805267334, 128.5400390625, 140.83099365234375, 129.20498847961426, 132.49778747558594, 129.18925285339355, 127.07018852233887, 131.18696212768555, 127.06208229064941, 127.84790992736816, 128.3118724822998, 128.27324867248535, 129.14299964904785, 131.46710395812988, 131.5441131591797, 127.37894058227539, 126.89208984375, 131.54196739196777, 132.94005393981934, 146.22807502746582, 130.05924224853516, 130.74088096618652, 129.73785400390625, 129.16302680969238, 128.63802909851074, 130.85198402404785, 131.0441493988037, 128.36599349975586, 134.15288925170898, 134.57083702087402, 131.4399242401123, 128.2479763031006, 129.06599044799805, 133.06498527526855, 130.4030418395996, 129.60100173950195, 130.64813613891602, 135.45608520507812, 129.23526763916016, 128.22484970092773, 137.0067596435547, 128.7250518798828, 129.28080558776855, 130.9340000152588, 128.83996963500977, 129.2250156402588, 127.51483917236328, 129.2860507965088, 130.9797763824463, 129.6236515045166]"
